,year,category,winner,entity,budget,company,country,director,genre,gross,name,rating,released,runtime,birthplace,date_of_birth,race_ethnicity,religion,sexual_orientation
2021,2001,FILM EDITING,TRUE,Black Hawk Down,,,,,,,,,,,,,,,
2022,2001,FILM EDITING,FALSE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2023,2001,FILM EDITING,FALSE,Memento,,,,,,,,,,,,,,,
2024,2001,FILM EDITING,FALSE,Moulin Rouge,,,,,,,,,,,,,,,
2025,2001,FOREIGN LANGUAGE FILM,FALSE,Amélie,,,,,,,,,,,,,,,
2026,2001,FOREIGN LANGUAGE FILM,FALSE,Elling,,,,,,,,,,,,,,,
2027,2001,FOREIGN LANGUAGE FILM,FALSE,Lagaan,,,,,,,,,,,,,,,
2028,2001,FOREIGN LANGUAGE FILM,TRUE,No Man's Land,,,,,,,,,,,,,,,
2029,2001,FOREIGN LANGUAGE FILM,FALSE,Son of the Bride,,,,,,,,,,,,,,,
2030,2001,MAKEUP,FALSE,A Beautiful Mind,,,,,,,,,,,,,,,
2031,2001,MAKEUP,TRUE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2032,2001,MAKEUP,FALSE,Moulin Rouge,,,,,,,,,,,,,,,
2033,2001,MUSIC (Original Score),FALSE,A.I. Artificial Intelligence,,,,,,,,,,,,,,,
2034,2001,MUSIC (Original Score),FALSE,A Beautiful Mind,,,,,,,,,,,,,,,
2035,2001,MUSIC (Original Score),FALSE,Harry Potter and the Sorcerer's Stone,,,,,,,,,,,,,,,
2036,2001,MUSIC (Original Score),TRUE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2037,2001,MUSIC (Original Score),FALSE,"Monsters, Inc.",,,,,,,,,,,,,,,
2038,2001,MUSIC (Original Song),TRUE,"Monsters, Inc.",,,,,,,,,,,,,,,
2039,2001,MUSIC (Original Song),FALSE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2040,2001,MUSIC (Original Song),FALSE,Pearl Harbor,,,,,,,,,,,,,,,
2041,2001,MUSIC (Original Song),FALSE,Kate & Leopold,,,,,,,,,,,,,,,
2042,2001,MUSIC (Original Song),FALSE,Vanilla Sky,,,,,,,,,,,,,,,
2043,2001,BEST PICTURE,TRUE,A Beautiful Mind,,,,,,,,,,,,,,,
2044,2001,BEST PICTURE,FALSE,Gosford Park,,,,,,,,,,,,,,,
2045,2001,BEST PICTURE,FALSE,In the Bedroom,,,,,,,,,,,,,,,
2046,2001,BEST PICTURE,FALSE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2047,2001,BEST PICTURE,FALSE,Moulin Rouge,,,,,,,,,,,,,,,
2048,2001,SHORT FILM (Animated),FALSE,Fifty Percent Grey,,,,,,,,,,,,,,,
2049,2001,SHORT FILM (Animated),TRUE,For the Birds,,,,,,,,,,,,,,,
2050,2001,SHORT FILM (Animated),FALSE,Give Up Yer Aul Sins,,,,,,,,,,,,,,,
2051,2001,SHORT FILM (Animated),FALSE,Strange Invaders,,,,,,,,,,,,,,,
2052,2001,SHORT FILM (Animated),FALSE,Stubble Trouble,,,,,,,,,,,,,,,
2053,2001,SHORT FILM (Live Action),TRUE,the accountant,,,,,,,,,,,,,,,
2054,2001,SHORT FILM (Live Action),FALSE,Copy Shop,,,,,,,,,,,,,,,
2055,2001,SHORT FILM (Live Action),FALSE,Gregor's Greatest Invention,,,,,,,,,,,,,,,
2056,2001,SHORT FILM (Live Action),FALSE,A Man Thing (Meska Sprawa),,,,,,,,,,,,,,,
2057,2001,SHORT FILM (Live Action),FALSE,Speed for Thespians,,,,,,,,,,,,,,,
2058,2001,SOUND,FALSE,Amélie,,,,,,,,,,,,,,,
2059,2001,SOUND,TRUE,Black Hawk Down,,,,,,,,,,,,,,,
2060,2001,SOUND,FALSE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2061,2001,SOUND,FALSE,Moulin Rouge,,,,,,,,,,,,,,,
2062,2001,SOUND,FALSE,Pearl Harbor,,,,,,,,,,,,,,,
2063,2001,SOUND EDITING,FALSE,"Monsters, Inc.",,,,,,,,,,,,,,,
2064,2001,SOUND EDITING,TRUE,Pearl Harbor,,,,,,,,,,,,,,,
2065,2001,VISUAL EFFECTS,FALSE,A.I. Artificial Intelligence,,,,,,,,,,,,,,,
2066,2001,VISUAL EFFECTS,TRUE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2067,2001,VISUAL EFFECTS,FALSE,Pearl Harbor,,,,,,,,,,,,,,,
2068,2001,WRITING (Screenplay Based on Material Previously Produced or Published),TRUE,A Beautiful Mind,,,,,,,,,,,,,,,
2069,2001,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Ghost World,,,,,,,,,,,,,,,
2070,2001,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,In the Bedroom,,,,,,,,,,,,,,,
2071,2001,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,
2072,2001,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Shrek,,,,,,,,,,,,,,,
2073,2001,WRITING (Screenplay Written Directly for the Screen),FALSE,Amélie,,,,,,,,,,,,,,,
2074,2001,WRITING (Screenplay Written Directly for the Screen),TRUE,Gosford Park,,,,,,,,,,,,,,,
2075,2001,WRITING (Screenplay Written Directly for the Screen),FALSE,Memento,,,,,,,,,,,,,,,
2076,2001,WRITING (Screenplay Written Directly for the Screen),FALSE,Monster's Ball,,,,,,,,,,,,,,,
2077,2001,WRITING (Screenplay Written Directly for the Screen),FALSE,The Royal Tenenbaums,,,,,,,,,,,,,,,
2078,2001,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Arthur Hiller,,,,,,,,,,,,,,,
2079,2001,HONORARY AWARD,TRUE,To Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,,,,,,,,,,,,,,
2080,2001,HONORARY AWARD,TRUE,"To Robert Redford:  Actor, director, producer, creator of Sundance, inspiration to independent and innovative filmmakers everywhere.",,,,,,,,,,,,,,,
2081,2001,GORDON E. SAWYER AWARD,TRUE,Edmund M. Di Giulio,,,,,,,,,,,,,,,
2082,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To JOHN M. EARGLE, D.B. ""DON"" KEELE and MARK E. ENGEBRETSON for the concept, design and engineering of the modern constant-directivity, direct radiator style motion picture loudspeaker systems.",,,,,,,,,,,,,,,
2083,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To IAIN NEIL for the concept and optical design and AL SAIKI for the mechanical design of the Panavision Primo Macro Zoom Lens (PMZ).,,,,,,,,,,,,,,,
2084,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To FRANZ KRAUS, JOHANNES STEURER and WOLFGANG RIEDEL for the design and development of the ARRILASER Film Recorder.",,,,,,,,,,,,,,,
2085,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To PETER KURAN for the invention, and SEAN COUGHLIN, JOSEPH A. OLIVIER and WILLIAM CONNER for the engineering and development of the RCI-Color Film Restoration Process.",,,,,,,,,,,,,,,
2086,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To MAKOTO TSUKADA, SHOJI KANEKO and the TECHNICAL STAFF OF IMAGICA CORPORATION, and DAIJIRO FUJIE of Nikon Corporation for the engineering excellence and the impact on the motion picture industry of the Imagica 65/35 Multi-Format Optical Printer.",,,,,,,,,,,,,,,
2087,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To STEVEN GERLACH, GREGORY FARRELL and CHRISTIAN LURIN for the design, engineering and implementation of the Kodak Panchromatic Sound Recording Film.",,,,,,,,,,,,,,,
2088,2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To PAUL J. CONSTANTINE and PETER M. CONSTANTINE for the design and development of the CELCO Digital Film Recorder products.,,,,,,,,,,,,,,,
2089,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To PETE ROMANO for the design and development of the Remote AquaCam, an underwater camera housing system for use in motion pictures.",,,,,,,,,,,,,,,
2090,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To JORDAN KLEIN for his pioneering efforts in the development and application of underwater camera housings for motion pictures.,,,,,,,,,,,,,,,
2091,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To BERNARD M. WERNER and WILLIAM GELOW for the engineering and design of filtered line arrays and screen speading compensation as applied to motion picture loudspeaker systems.,,,,,,,,,,,,,,,
2092,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To TOMLINSON HOLMAN for the research and systems integration resulting in the improvement of motion picture loudspeaker systems.,,,,,,,,,,,,,,,
2093,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To GEOFF JACKSON and ROGER WOODBURN for their DMS 120S Camera Motor.,,,,,,,,,,,,,,,
2094,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To THOMAS MAJOR BARRON for the overall concept and design; CHAS SMITH for the structural engineering; and GORDON SEITZ for the mechanical engineering of the Bulldog Motion Control Camera Crane.,,,,,,,,,,,,,,,
2095,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JOHN R. ANDERSON, JIM HOURIHAN, CARY PHILLIPS and SEBASTIAN MARINO for the development of the ILM Creature Dynamics System.",,,,,,,,,,,,,,,
2096,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To STEVE SULLIVAN and ERIC R.L. SCHAFER for the development of the ILM Motion and Structure Recovery System (MARS).,,,,,,,,,,,,,,,
2097,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To CARL LUDWIG and JOHN M. CONSTANTINE, JR. for their contributions to CELCO Digital Film Recorder products.",,,,,,,,,,,,,,,
2098,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To BILL SPITZAK, PAUL VAN CAMP, JONATHAN EGSTAD and PRICE PETHEL for their pioneering effort on the NUKE-2D Compositing Software.",,,,,,,,,,,,,,,
2099,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To DR. LANCE J. WILLIAMS for his pioneering influence in the field of computer-generated animation and effects for motion pictures.,,,,,,,,,,,,,,,
2100,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DR. UWE SASSENBERG and ROLF SCHNEIDER for the development of ""3D Equalizer,"" an advanced and robust camera and object match-moving system.",,,,,,,,,,,,,,,
2101,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To DR. GARLAND STERN for the concept and implementation of the Cel Paint Software System.,,,,,,,,,,,,,,,
2102,2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To MIC RODGERS and MATT SWEENEY for the concept, design and realization of the ""Mic Rig.""",,,,,,,,,,,,,,,
2103,2001,AWARD OF COMMENDATION,TRUE,To Rune Ericson for his pioneering development and 30 years of dedication to the Super 16mm format for motion pictures.,,,,,,,,,,,,,,,
2104,2001,AWARD OF COMMENDATION,TRUE,"To the American Society of Cinematographers (ASC) for the continued publication of the ""American Cinematographer Manual.""",,,,,,,,,,,,,,,
2105,2001,JOHN A. BONNER MEDAL OF COMMENDATION,TRUE,To Ray Feeney in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,,,,,,,,,,,,
2106,2002,ACTOR IN A LEADING ROLE,TRUE,Adrien Brody,3.50E+07,R.P. Productions,France,Roman Polanski,Biography,32572577,The Pianist,R,3/28/2003,150,,,,,
2107,2002,ACTOR IN A LEADING ROLE,FALSE,Nicolas Cage,1.90E+07,Beverly Detroit,USA,Spike Jonze,Comedy,22245861,Adaptation.,R,2/14/2003,114,,,,,
2108,2002,ACTOR IN A LEADING ROLE,FALSE,Nicolas Cage,1.15E+08,Metro-Goldwyn-Mayer (MGM),USA,John Woo,Action,40914068,Windtalkers,R,6/14/2002,134,,,,,
2109,2002,ACTOR IN A LEADING ROLE,FALSE,Michael Caine,3.00E+07,Miramax,UK,Phillip Noyce,Drama,12987647,The Quiet American,R,3/7/2003,101,,,,,
2110,2002,ACTOR IN A LEADING ROLE,FALSE,Daniel Day-Lewis,,,,,,,,,,,,,,,
2111,2002,ACTOR IN A LEADING ROLE,FALSE,Jack Nicholson,3.00E+07,New Line Cinema,USA,Alexander Payne,Comedy,65016287,About Schmidt,R,1/3/2003,125,,,,,
2112,2002,ACTOR IN A SUPPORTING ROLE,TRUE,Chris Cooper,,,,,,,,,,,,,,,
2113,2002,ACTOR IN A SUPPORTING ROLE,FALSE,Ed Harris,,,,,,,,,,,,,,,
2114,2002,ACTOR IN A SUPPORTING ROLE,FALSE,Paul Newman,,,,,,,,,,,,,,,
2115,2002,ACTOR IN A SUPPORTING ROLE,FALSE,John C. Reilly,,,,,,,,,,,,,,,
2116,2002,ACTOR IN A SUPPORTING ROLE,FALSE,Christopher Walken,,,,,,,,,,,,,,,
2117,2002,ACTRESS IN A LEADING ROLE,FALSE,Salma Hayek,1.20E+07,Handprint Entertainment,USA,Julie Taymor,Biography,25885000,Frida,R,11/22/2002,123,,,,,
2118,2002,ACTRESS IN A LEADING ROLE,TRUE,Nicole Kidman,,,,,,,,,,,,,,,
2119,2002,ACTRESS IN A LEADING ROLE,FALSE,Diane Lane,,,,,,,,,,,,,,,
2120,2002,ACTRESS IN A LEADING ROLE,FALSE,Julianne Moore,13500000,Focus Features,USA,Todd Haynes,Drama,15854988,Far from Heaven,PG-13,1/10/2003,107,,,,,
2121,2002,ACTRESS IN A LEADING ROLE,FALSE,Renée Zellweger,,,,,,,,,,,,,,,
2122,2002,ACTRESS IN A SUPPORTING ROLE,FALSE,Kathy Bates,,,,,,,,,,,,,,,
2123,2002,ACTRESS IN A SUPPORTING ROLE,FALSE,Julianne Moore,13500000,Focus Features,USA,Todd Haynes,Drama,15854988,Far from Heaven,PG-13,1/10/2003,107,,,,,
2124,2002,ACTRESS IN A SUPPORTING ROLE,FALSE,Queen Latifah,,,,,,,,,,,,,,,
2125,2002,ACTRESS IN A SUPPORTING ROLE,FALSE,Meryl Streep,2.50E+07,Paramount Pictures,USA,Stephen Daldry,Drama,41675994,The Hours,PG-13,2/14/2003,110,,,,,
2126,2002,ACTRESS IN A SUPPORTING ROLE,TRUE,Catherine Zeta-Jones,,,,,,,,,,,,,,,
2127,2002,ANIMATED FEATURE FILM,FALSE,Ice Age,,,,,,,,,,,,,,,
2128,2002,ANIMATED FEATURE FILM,FALSE,Lilo & Stitch,,,,,,,,,,,,,,,
2129,2002,ANIMATED FEATURE FILM,FALSE,Spirit: Stallion of the Cimarron,,,,,,,,,,,,,,,
2130,2002,ANIMATED FEATURE FILM,TRUE,Spirited Away,,,,,,,,,,,,,,,
2131,2002,ANIMATED FEATURE FILM,FALSE,Treasure Planet,,,,,,,,,,,,,,,
2132,2002,ART DIRECTION,TRUE,Chicago,,,,,,,,,,,,,,,
2133,2002,ART DIRECTION,FALSE,Frida,,,,,,,,,,,,,,,
2134,2002,ART DIRECTION,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2135,2002,ART DIRECTION,FALSE,The Lord of the Rings: The Two Towers,,,,,,,,,,,,,,,
2136,2002,ART DIRECTION,FALSE,Road to Perdition,,,,,,,,,,,,,,,
2137,2002,CINEMATOGRAPHY,FALSE,Chicago,,,,,,,,,,,,,,,
2138,2002,CINEMATOGRAPHY,FALSE,Far from Heaven,,,,,,,,,,,,,,,
2139,2002,CINEMATOGRAPHY,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2140,2002,CINEMATOGRAPHY,FALSE,The Pianist,,,,,,,,,,,,,,,
2141,2002,CINEMATOGRAPHY,TRUE,Road to Perdition,,,,,,,,,,,,,,,
2142,2002,COSTUME DESIGN,TRUE,Chicago,,,,,,,,,,,,,,,
2143,2002,COSTUME DESIGN,FALSE,Frida,,,,,,,,,,,,,,,
2144,2002,COSTUME DESIGN,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2145,2002,COSTUME DESIGN,FALSE,The Hours,,,,,,,,,,,,,,,
2146,2002,COSTUME DESIGN,FALSE,The Pianist,,,,,,,,,,,,,,,
2147,2002,DIRECTING,FALSE,Chicago,,,,,,,,,,,,,,,
2148,2002,DIRECTING,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2149,2002,DIRECTING,FALSE,The Hours,,,,,,,,,,,,,,,
2150,2002,DIRECTING,TRUE,The Pianist,,,,,,,,,,,,,,,
2151,2002,DIRECTING,FALSE,Talk to Her,,,,,,,,,,,,,,,
2152,2002,DOCUMENTARY (Feature),TRUE,Bowling for Columbine,,,,,,,,,,,,,,,
2153,2002,DOCUMENTARY (Feature),FALSE,Daughter from Danang,,,,,,,,,,,,,,,
2154,2002,DOCUMENTARY (Feature),FALSE,Prisoner of Paradise,,,,,,,,,,,,,,,
2155,2002,DOCUMENTARY (Feature),FALSE,Spellbound,,,,,,,,,,,,,,,
2156,2002,DOCUMENTARY (Feature),FALSE,Winged Migration,,,,,,,,,,,,,,,
2157,2002,DOCUMENTARY (Short Subject),FALSE,The Collector of Bedford Street,,,,,,,,,,,,,,,
2158,2002,DOCUMENTARY (Short Subject),FALSE,Mighty Times: The Legacy of Rosa Parks,,,,,,,,,,,,,,,
2159,2002,DOCUMENTARY (Short Subject),TRUE,Twin Towers,,,,,,,,,,,,,,,
2160,2002,DOCUMENTARY (Short Subject),FALSE,Why Can't We Be a Family Again?,,,,,,,,,,,,,,,
2161,2002,FILM EDITING,TRUE,Chicago,,,,,,,,,,,,,,,
2162,2002,FILM EDITING,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2163,2002,FILM EDITING,FALSE,The Hours,,,,,,,,,,,,,,,
2164,2002,FILM EDITING,FALSE,The Lord of the Rings: The Two Towers,,,,,,,,,,,,,,,
2165,2002,FILM EDITING,FALSE,The Pianist,,,,,,,,,,,,,,,
2166,2002,FOREIGN LANGUAGE FILM,FALSE,El Crimen del Padre Amaro,,,,,,,,,,,,,,,
2167,2002,FOREIGN LANGUAGE FILM,FALSE,Hero,,,,,,,,,,,,,,,
2168,2002,FOREIGN LANGUAGE FILM,FALSE,The Man without a Past,,,,,,,,,,,,,,,
2169,2002,FOREIGN LANGUAGE FILM,TRUE,Nowhere in Africa,,,,,,,,,,,,,,,
2170,2002,FOREIGN LANGUAGE FILM,FALSE,Zus & Zo,,,,,,,,,,,,,,,
2171,2002,MAKEUP,TRUE,Frida,,,,,,,,,,,,,,,
2172,2002,MAKEUP,FALSE,The Time Machine,,,,,,,,,,,,,,,
2173,2002,MUSIC (Original Score),FALSE,Catch Me If You Can,,,,,,,,,,,,,,,
2174,2002,MUSIC (Original Score),FALSE,Far from Heaven,,,,,,,,,,,,,,,
2175,2002,MUSIC (Original Score),TRUE,Frida,,,,,,,,,,,,,,,
2176,2002,MUSIC (Original Score),FALSE,The Hours,,,,,,,,,,,,,,,
2177,2002,MUSIC (Original Score),FALSE,Road to Perdition,,,,,,,,,,,,,,,
2178,2002,MUSIC (Original Song),FALSE,Frida,,,,,,,,,,,,,,,
2179,2002,MUSIC (Original Song),FALSE,The Wild Thornberrys Movie,,,,,,,,,,,,,,,
2180,2002,MUSIC (Original Song),FALSE,Gangs of New York,,,,,,,,,,,,,,,
2181,2002,MUSIC (Original Song),FALSE,Chicago,,,,,,,,,,,,,,,
2182,2002,MUSIC (Original Song),TRUE,8 Mile,,,,,,,,,,,,,,,
2183,2002,BEST PICTURE,TRUE,Chicago,,,,,,,,,,,,,,,
2184,2002,BEST PICTURE,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2185,2002,BEST PICTURE,FALSE,The Hours,,,,,,,,,,,,,,,
2186,2002,BEST PICTURE,FALSE,The Lord of the Rings: The Two Towers,,,,,,,,,,,,,,,
2187,2002,BEST PICTURE,FALSE,The Pianist,,,,,,,,,,,,,,,
2188,2002,SHORT FILM (Animated),FALSE,The Cathedral,,,,,,,,,,,,,,,
2189,2002,SHORT FILM (Animated),TRUE,The ChubbChubbs!,,,,,,,,,,,,,,,
2190,2002,SHORT FILM (Animated),FALSE,Das Rad,,,,,,,,,,,,,,,
2191,2002,SHORT FILM (Animated),FALSE,Mike's New Car,,,,,,,,,,,,,,,
2192,2002,SHORT FILM (Animated),FALSE,Mt. Head,,,,,,,,,,,,,,,
2193,2002,SHORT FILM (Live Action),FALSE,Fait D'Hiver,,,,,,,,,,,,,,,
2194,2002,SHORT FILM (Live Action),FALSE,I'll Wait for the Next One... (J'Attendrai Le Suivant...),,,,,,,,,,,,,,,
2195,2002,SHORT FILM (Live Action),FALSE,Inja (Dog),,,,,,,,,,,,,,,
2196,2002,SHORT FILM (Live Action),FALSE,Johnny Flynton,,,,,,,,,,,,,,,
2197,2002,SHORT FILM (Live Action),TRUE,This Charming Man (Der Er En Yndig Mand),,,,,,,,,,,,,,,
2198,2002,SOUND,TRUE,Chicago,,,,,,,,,,,,,,,
2199,2002,SOUND,FALSE,Gangs of New York,,,,,,,,,,,,,,,
2200,2002,SOUND,FALSE,The Lord of the Rings: The Two Towers,,,,,,,,,,,,,,,
2201,2002,SOUND,FALSE,Road to Perdition,,,,,,,,,,,,,,,
2202,2002,SOUND,FALSE,Spider-Man,,,,,,,,,,,,,,,
2203,2002,SOUND EDITING,TRUE,The Lord of the Rings: The Two Towers,,,,,,,,,,,,,,,
2204,2002,SOUND EDITING,FALSE,Minority Report,,,,,,,,,,,,,,,
2205,2002,SOUND EDITING,FALSE,Road to Perdition,,,,,,,,,,,,,,,
2206,2002,VISUAL EFFECTS,TRUE,The Lord of the Rings: The Two Towers,,,,,,,,,,,,,,,
2207,2002,VISUAL EFFECTS,FALSE,Spider-Man,,,,,,,,,,,,,,,
2208,2002,VISUAL EFFECTS,FALSE,Star Wars Episode II Attack of the Clones,,,,,,,,,,,,,,,
2209,2002,WRITING (Adapted Screenplay),FALSE,About a Boy,,,,,,,,,,,,,,,
2210,2002,WRITING (Adapted Screenplay),FALSE,Adaptation,,,,,,,,,,,,,,,
2211,2002,WRITING (Adapted Screenplay),FALSE,Chicago,,,,,,,,,,,,,,,
2212,2002,WRITING (Adapted Screenplay),FALSE,The Hours,,,,,,,,,,,,,,,
2213,2002,WRITING (Adapted Screenplay),TRUE,The Pianist,,,,,,,,,,,,,,,
2214,2002,WRITING (Original Screenplay),FALSE,Far from Heaven,,,,,,,,,,,,,,,
2215,2002,WRITING (Original Screenplay),FALSE,Gangs of New York,,,,,,,,,,,,,,,
2216,2002,WRITING (Original Screenplay),FALSE,My Big Fat Greek Wedding,,,,,,,,,,,,,,,
2217,2002,WRITING (Original Screenplay),TRUE,Talk to Her,,,,,,,,,,,,,,,
2218,2002,WRITING (Original Screenplay),FALSE,Y Tu Mamá También,,,,,,,,,,,,,,,
2219,2002,HONORARY AWARD,TRUE,"To Peter O'Toole, whose remarkable talents have provided cinema history with some of its most memorable characters.",,,,,,,,,,,,,,,
2220,2002,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),TRUE,"To ALIAS/WAVEFRONT for the development of a 3D animation, dynamics, modeling and rendering production tool known as Maya.",,,,,,,,,,,,,,,
2221,2002,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),TRUE,"To ARNOLD & RICHTER CINE TECHNIK and PANAVISION INC., for their continuing development and innovation in the design and manufacturing of advanced camera systems specifically designed for the motion picture entertainment industry.",,,,,,,,,,,,,,,
2222,2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To GLENN SANDERS and HOWARD STARK of Zaxcom for the concept, design and engineering of the portable Deva Digital Audio Disk Recorder.",,,,,,,,,,,,,,,
2223,2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To MARK ELENDT, PAUL H. BRESLIN, GREG HERMANOVIC and KIM DAVIDSON for their continued development of the procedural modeling and animation components of their Prisms program, as exemplified in the Houdini software package.",,,,,,,,,,,,,,,
2224,2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To DR. LESLIE GUTIERREZ, DIANE E. KESTNER, JAMES MERRILL and DAVID NIKLEWICZ for the design and development of the Kodak Vision Premier Color Print Film, 2393.",,,,,,,,,,,,,,,
2225,2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To DEDO WEIGERT for the concept, DR. DEPU JIN for the optical calculations, and FRANZ PETTERS for the mechanical construction of the Dedolight 400D.",,,,,,,,,,,,,,,
2226,2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To DICK WALSH for the development of the PDI/DreamWorks Facial Animation System.,,,,,,,,,,,,,,,
2227,2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To THOMAS DRIEMEYER and to the TEAM OF MATHEMATICIANS, PHYSICISTS AND SOFTWARE ENGINEERS OF MENTAL IMAGES for their contributions to the Mental Ray rendering software for motion pictures.",,,,,,,,,,,,,,,
2228,2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To ERIC DANIELS, GEORGE KATANICS, TASSO LAPPAS and CHRIS SPRINGFIELD for the development of the Deep Canvas rendering software.",,,,,,,,,,,,,,,
2229,2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To JIM SONGER for his contributions to the technical development of video-assist in the motion picture industry.,,,,,,,,,,,,,,,
2230,2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To PIERRE CHABERT of Airstar for the introduction of balloons with internal light sources to provide set lighting for the motion picture industry.,,,,,,,,,,,,,,,
2231,2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To RAWDON HAYNE and ROBERT W. JEFFS of Leelium Tubelites for their contributions to the development of internally lit balloons for motion picture lighting.,,,,,,,,,,,,,,,
2232,2002,JOHN A. BONNER MEDAL OF COMMENDATION,TRUE,To Curt R. Behlmer in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,,,,,,,,,,,,
2233,2002,JOHN A. BONNER MEDAL OF COMMENDATION,TRUE,To Richard B. Glickman in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,,,,,,,,,,,,
2234,2003,ACTOR IN A LEADING ROLE,FALSE,Johnny Depp,1.40E+08,Walt Disney Pictures,USA,Gore Verbinski,Action,305413918,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,7/9/2003,143,,,,,
2235,2003,ACTOR IN A LEADING ROLE,FALSE,Ben Kingsley,,,,,,,,,,,,,,,
2236,2003,ACTOR IN A LEADING ROLE,FALSE,Jude Law,7.90E+07,Miramax,UK,Anthony Minghella,Adventure,95636509,Cold Mountain,R,12/25/2003,154,,,,,
2237,2003,ACTOR IN A LEADING ROLE,FALSE,Bill Murray,4.00E+06,Focus Features,USA,Sofia Coppola,Drama,44585453,Lost in Translation,R,10/3/2003,102,,,,,
2238,2003,ACTOR IN A LEADING ROLE,FALSE,Bill Murray,0,Asmik Ace Entertainment,USA,Jim Jarmusch,Comedy,1971135,Coffee and Cigarettes,R,6/11/2004,95,,,,,
2239,2003,ACTOR IN A LEADING ROLE,TRUE,Sean Penn,2.50E+07,Warner Bros.,USA,Clint Eastwood,Crime,90135191,Mystic River,R,10/15/2003,138,,,,,
