,year,category,winner,entity,budget,company,country,director,genre,gross,name,rating,released,runtime,birthplace,date_of_birth,race_ethnicity,religion,sexual_orientation
360,1988,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BILL TONDREAU of Tondreau Systems / to ALVAH MILLER and PAUL JOHNSON of Lynx Robotics / to PETER A. REGLA of Elicon / to DAN SLATER / to BUD ELAM, JOE PARKER and BILL BRYAN of Interactive Motion Control / and to JERRY JEFFRESS, RAY FEENEY, BILL HOLLAND and KRIS BROWN for their individual contributions and the collective advancements they have brought to the motion picture industry in the field of motion control technology.",,,,,,,,,,,,,,,
361,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To GRANT LOUCKS of Alan Gordon Enterprises Incorporated for the design concept, and to GEOFFREY H. WILLIAMSON of Wilcam for the mechanical and electrical engineering, of the Image 300 35mm High-Speed Motion Picture Camera.",,,,,,,,,,,,,,,
362,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To MICHAEL V. CHEWEY, III for the development of the motion picture industry's first paper tape reader incorporating microprocessor technology.",,,,,,,,,,,,,,,
363,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To BHP, INC., successor to the Bell & Howell Professional Equipment Division, for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories.",,,,,,,,,,,,,,,
364,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To HOLLYWOOD FILM COMPANY for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories.,,,,,,,,,,,,,,,
365,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To BRUCE W. KELLER and MANFRED G. MICHELSON of Technical Film Systems for the design and development of a high-speed light valve controller and constant current power supply for motion picture laboratories.,,,,,,,,,,,,,,,
366,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DR. ANTAL LISZIEWICZ and GLENN M. BERGGREN of ISCO-OPTIC GmbH for the design and development of the Ultra-Star series of motion picture lenses.,,,,,,,,,,,,,,,
367,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JAMES K. BRANCH of Spectra Cine, Incorporated, and to WILLIAM L. BLOWERS and NASIR J. ZAIDI for the design and development of the Spectra CineSpot one-degree spotmeter for measuring the brightness of motion picture screens.",,,,,,,,,,,,,,,
368,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To BOB BADAMI, DICK BERNSTEIN and BILL BERNSTEIN of Offbeat Systems for the design and development of the Streamline Scoring System, Mark IV, for motion picture music editing.",,,,,,,,,,,,,,,
369,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To GARY ZELLER of Zeller International Limited for the development of Zel-Jel fire protection barrier for motion picture stunt work.,,,,,,,,,,,,,,,
370,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To EMANUEL TRILLING of Trilling Resources Limited for the development of Stunt-Gel fire protection barrier for motion picture stunt work.,,,,,,,,,,,,,,,
371,1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To PAUL A. ROOS for the invention of a method known as Video Assist, whereby a scene being photographed on motion picture film can be viewed on a monitor and/or recorded on video tape.",,,,,,,,,,,,,,,
372,1989,ACTOR IN A LEADING ROLE,FALSE,Kenneth Branagh,,,,,,,,,,,,,,,
373,1989,ACTOR IN A LEADING ROLE,FALSE,Tom Cruise,,,,,,,,,,,,,,,
374,1989,ACTOR IN A LEADING ROLE,TRUE,Daniel Day Lewis,,,,,,,,,,,,,,,
375,1989,ACTOR IN A LEADING ROLE,FALSE,Morgan Freeman,,,,,,,,,,,,,,,
376,1989,ACTOR IN A LEADING ROLE,FALSE,Morgan Freeman,,,,,,,,,,,,,,,
377,1989,ACTOR IN A LEADING ROLE,FALSE,Robin Williams,,,,,,,,,,,,,,,
378,1989,ACTOR IN A SUPPORTING ROLE,FALSE,Danny Aiello,,,,,,,,,,,,,,,
379,1989,ACTOR IN A SUPPORTING ROLE,FALSE,Dan Aykroyd,,,,,,,,,,,,,,,
380,1989,ACTOR IN A SUPPORTING ROLE,FALSE,Marlon Brando,,,,,,,,,,,,,,,
381,1989,ACTOR IN A SUPPORTING ROLE,FALSE,Martin Landau,,,,,,,,,,,,,,,
382,1989,ACTOR IN A SUPPORTING ROLE,TRUE,Denzel Washington,,,,,,,,,,,,,,,
383,1989,ACTRESS IN A LEADING ROLE,FALSE,Isabelle Adjani,,,,,,,,,,,,,,,
384,1989,ACTRESS IN A LEADING ROLE,FALSE,Pauline Collins,,,,,,,,,,,,,,,
385,1989,ACTRESS IN A LEADING ROLE,FALSE,Jessica Lange,,,,,,,,,,,,,,,
386,1989,ACTRESS IN A LEADING ROLE,FALSE,Michelle Pfeiffer,,,,,,,,,,,,,,,
387,1989,ACTRESS IN A LEADING ROLE,TRUE,Jessica Tandy,,,,,,,,,,,,,,,
388,1989,ACTRESS IN A SUPPORTING ROLE,TRUE,Brenda Fricker,,,,,,,,,,,,,,,
389,1989,ACTRESS IN A SUPPORTING ROLE,FALSE,Anjelica Huston,,,,,,,,,,,,,,,
390,1989,ACTRESS IN A SUPPORTING ROLE,FALSE,Lena Olin,,,,,,,,,,,,,,,
391,1989,ACTRESS IN A SUPPORTING ROLE,FALSE,Julia Roberts,,,,,,,,,,,,,,,
392,1989,ACTRESS IN A SUPPORTING ROLE,FALSE,Dianne Wiest,,,,,,,,,,,,,,,
393,1989,ART DIRECTION,FALSE,The Abyss,,,,,,,,,,,,,,,
394,1989,ART DIRECTION,FALSE,The Adventures of Baron Munchausen,,,,,,,,,,,,,,,
395,1989,ART DIRECTION,TRUE,Batman,,,,,,,,,,,,,,,
396,1989,ART DIRECTION,FALSE,Driving Miss Daisy,,,,,,,,,,,,,,,
397,1989,ART DIRECTION,FALSE,Glory,,,,,,,,,,,,,,,
398,1989,CINEMATOGRAPHY,FALSE,The Abyss,,,,,,,,,,,,,,,
399,1989,CINEMATOGRAPHY,FALSE,Blaze,,,,,,,,,,,,,,,
400,1989,CINEMATOGRAPHY,FALSE,Born on the Fourth of July,,,,,,,,,,,,,,,
401,1989,CINEMATOGRAPHY,FALSE,The Fabulous Baker Boys,,,,,,,,,,,,,,,
402,1989,CINEMATOGRAPHY,TRUE,Glory,,,,,,,,,,,,,,,
403,1989,COSTUME DESIGN,FALSE,The Adventures of Baron Munchausen,,,,,,,,,,,,,,,
404,1989,COSTUME DESIGN,FALSE,Driving Miss Daisy,,,,,,,,,,,,,,,
405,1989,COSTUME DESIGN,FALSE,Harlem Nights,,,,,,,,,,,,,,,
406,1989,COSTUME DESIGN,TRUE,Henry V,,,,,,,,,,,,,,,
407,1989,COSTUME DESIGN,FALSE,Valmont,,,,,,,,,,,,,,,
408,1989,DIRECTING,TRUE,Born on the Fourth of July,,,,,,,,,,,,,,,
409,1989,DIRECTING,FALSE,Crimes and Misdemeanors,,,,,,,,,,,,,,,
410,1989,DIRECTING,FALSE,Dead Poets Society,,,,,,,,,,,,,,,
411,1989,DIRECTING,FALSE,Henry V,,,,,,,,,,,,,,,
412,1989,DIRECTING,FALSE,My Left Foot,,,,,,,,,,,,,,,
413,1989,DOCUMENTARY (Feature),FALSE,Adam Clayton Powell,,,,,,,,,,,,,,,
414,1989,DOCUMENTARY (Feature),TRUE,Common Threads: Stories from the Quilt,,,,,,,,,,,,,,,
415,1989,DOCUMENTARY (Feature),FALSE,Crack USA: County under Siege,,,,,,,,,,,,,,,
416,1989,DOCUMENTARY (Feature),FALSE,For All Mankind,,,,,,,,,,,,,,,
417,1989,DOCUMENTARY (Feature),FALSE,Super Chief: The Life and Legacy of Earl Warren,,,,,,,,,,,,,,,
418,1989,DOCUMENTARY (Short Subject),FALSE,"Fine Food, Fine Pastries, Open 6 to 9",,,,,,,,,,,,,,,
419,1989,DOCUMENTARY (Short Subject),TRUE,The Johnstown Flood,,,,,,,,,,,,,,,
420,1989,DOCUMENTARY (Short Subject),FALSE,Yad Vashem: Preserving the Past to Ensure the Future,,,,,,,,,,,,,,,
421,1989,FILM EDITING,FALSE,The Bear,,,,,,,,,,,,,,,
422,1989,FILM EDITING,TRUE,Born on the Fourth of July,,,,,,,,,,,,,,,
423,1989,FILM EDITING,FALSE,Driving Miss Daisy,,,,,,,,,,,,,,,
424,1989,FILM EDITING,FALSE,The Fabulous Baker Boys,,,,,,,,,,,,,,,
425,1989,FILM EDITING,FALSE,Glory,,,,,,,,,,,,,,,
426,1989,FOREIGN LANGUAGE FILM,FALSE,Camille Claudel,,,,,,,,,,,,,,,
427,1989,FOREIGN LANGUAGE FILM,TRUE,Cinema Paradiso,,,,,,,,,,,,,,,
428,1989,FOREIGN LANGUAGE FILM,FALSE,Jesus of Montreal,,,,,,,,,,,,,,,
429,1989,FOREIGN LANGUAGE FILM,FALSE,Waltzing Regitze,,,,,,,,,,,,,,,
430,1989,FOREIGN LANGUAGE FILM,FALSE,What Happened to Santiago,,,,,,,,,,,,,,,
431,1989,MAKEUP,FALSE,The Adventures of Baron Munchausen,,,,,,,,,,,,,,,
432,1989,MAKEUP,FALSE,Dad,,,,,,,,,,,,,,,
433,1989,MAKEUP,TRUE,Driving Miss Daisy,,,,,,,,,,,,,,,
434,1989,MUSIC (Original Score),FALSE,Born on the Fourth of July,,,,,,,,,,,,,,,
435,1989,MUSIC (Original Score),FALSE,The Fabulous Baker Boys,,,,,,,,,,,,,,,
436,1989,MUSIC (Original Score),FALSE,Field of Dreams,,,,,,,,,,,,,,,
437,1989,MUSIC (Original Score),FALSE,Indiana Jones and the Last Crusade,,,,,,,,,,,,,,,
438,1989,MUSIC (Original Score),TRUE,The Little Mermaid,,,,,,,,,,,,,,,
439,1989,MUSIC (Original Song),FALSE,Chances Are,,,,,,,,,,,,,,,
440,1989,MUSIC (Original Song),FALSE,Shirley Valentine,,,,,,,,,,,,,,,
441,1989,MUSIC (Original Song),FALSE,Parenthood,,,,,,,,,,,,,,,
442,1989,MUSIC (Original Song),FALSE,The Little Mermaid,,,,,,,,,,,,,,,
443,1989,MUSIC (Original Song),TRUE,The Little Mermaid,,,,,,,,,,,,,,,
444,1989,BEST PICTURE,FALSE,Born on the Fourth of July,,,,,,,,,,,,,,,
445,1989,BEST PICTURE,FALSE,Dead Poets Society,,,,,,,,,,,,,,,
446,1989,BEST PICTURE,TRUE,Driving Miss Daisy,,,,,,,,,,,,,,,
447,1989,BEST PICTURE,FALSE,Field of Dreams,,,,,,,,,,,,,,,
448,1989,BEST PICTURE,FALSE,My Left Foot,,,,,,,,,,,,,,,
449,1989,SHORT FILM (Animated),TRUE,Balance,,,,,,,,,,,,,,,
450,1989,SHORT FILM (Animated),FALSE,The Cow,,,,,,,,,,,,,,,
451,1989,SHORT FILM (Animated),FALSE,The Hill Farm,,,,,,,,,,,,,,,
452,1989,SHORT FILM (Live Action),FALSE,Amazon Diary,,,,,,,,,,,,,,,
453,1989,SHORT FILM (Live Action),FALSE,The Childeater,,,,,,,,,,,,,,,
454,1989,SHORT FILM (Live Action),TRUE,Work Experience,,,,,,,,,,,,,,,
455,1989,SOUND,FALSE,The Abyss,,,,,,,,,,,,,,,
456,1989,SOUND,FALSE,Black Rain,,,,,,,,,,,,,,,
457,1989,SOUND,FALSE,Born on the Fourth of July,,,,,,,,,,,,,,,
458,1989,SOUND,TRUE,Glory,,,,,,,,,,,,,,,
459,1989,SOUND,FALSE,Indiana Jones and the Last Crusade,,,,,,,,,,,,,,,
460,1989,SOUND EFFECTS EDITING,FALSE,Black Rain,,,,,,,,,,,,,,,
461,1989,SOUND EFFECTS EDITING,TRUE,Indiana Jones and the Last Crusade,,,,,,,,,,,,,,,
462,1989,SOUND EFFECTS EDITING,FALSE,Lethal Weapon 2,,,,,,,,,,,,,,,
463,1989,VISUAL EFFECTS,TRUE,The Abyss,,,,,,,,,,,,,,,
464,1989,VISUAL EFFECTS,FALSE,The Adventures of Baron Munchausen,,,,,,,,,,,,,,,
465,1989,VISUAL EFFECTS,FALSE,Back to the Future Part II,,,,,,,,,,,,,,,
